source,target,model,budget,strategy,mcc_mean,mcc_std,mcc_best_thr_mean,mcc_best_thr_std,macro_f1_mean,macro_f1_std,auprc_macro_mean,auprc_macro_std,fp_rate_mean,fp_rate_std,ece_mean,ece_std,n_train_mean,n_train_std
nftonv2,nfunswv2,lgbm,0.0001,calibrate,0.0,0.0,0.1266,0.0925,0.4904,0.0,0.5216,0.0246,0.0,0.0,0.0311,0.0004,144.0,0.0
nftonv2,nfunswv2,lgbm,0.0001,rethreshold,0.0298,0.0164,0.0562,0.0048,0.3839,0.215,0.4934,0.0092,0.3646,0.4564,0.2614,0.0061,144.0,0.0
nftonv2,nfunswv2,lgbm,0.001,augment,0.8546,,0.8776,,0.9273,,0.9264,,0.0054,,0.0016,,251393.0,
nftonv2,nfunswv2,lgbm,0.001,buffer_only,0.8825,0.0043,0.8956,0.0089,0.9405,0.0026,0.9449,0.0121,0.0066,0.0022,0.0081,0.0007,1392.0,0.0
nftonv2,nfunswv2,lgbm,0.001,calibrate,0.0,0.0,0.1266,0.0925,0.4904,0.0,0.5216,0.0246,0.0,0.0,0.0024,0.002,1392.0,0.0
nftonv2,nfunswv2,lgbm,0.001,rethreshold,0.0313,0.0255,0.0562,0.0048,0.3635,0.2468,0.4934,0.0092,0.3473,0.5295,0.2614,0.0061,1392.0,0.0
nftonv2,nfunswv2,lgbm,0.01,augment,0.9281,,0.9295,,0.964,,0.9836,,0.0033,,0.0008,,263908.0,
nftonv2,nfunswv2,lgbm,0.01,buffer_only,0.9383,0.0021,0.9388,0.0026,0.969,0.0011,0.9853,0.0001,0.0034,0.0005,0.004,0.0002,13907.0,0.0
nftonv2,nfunswv2,lgbm,0.01,calibrate,0.0,0.0,0.1266,0.0925,0.4904,0.0,0.5216,0.0246,0.0,0.0,0.0011,0.0016,13907.0,0.0
nftonv2,nfunswv2,lgbm,0.01,rethreshold,0.0509,0.0089,0.0562,0.0048,0.5104,0.0139,0.4934,0.0092,0.0605,0.0526,0.2614,0.0061,13907.0,0.0
nftonv2,nfunswv2,lgbm,0.05,buffer_only,0.9453,0.0015,0.943,0.0013,0.9726,0.0007,0.988,0.001,0.0028,0.0002,0.0028,0.0001,69537.0,0.0
nftonv2,nfunswv2,lgbm,0.05,calibrate,0.0,0.0,0.1266,0.0925,0.4904,0.0,0.5216,0.0246,0.0,0.0,0.0011,0.0015,69537.0,0.0
nftonv2,nfunswv2,lgbm,0.05,rethreshold,0.0559,0.0046,0.0562,0.0048,0.5114,0.0147,0.4934,0.0092,0.0569,0.0505,0.2614,0.0061,69537.0,0.0
nftonv2,nfunswv2,lgbm,0.1,buffer_only,0.9485,0.0004,0.9452,0.0014,0.9742,0.0002,0.9915,0.0004,0.0026,0.0002,0.0019,0.0001,139072.0,0.0
nftonv2,nfunswv2,lgbm,0.1,calibrate,0.0,0.0,0.1266,0.0925,0.4904,0.0,0.5216,0.0246,0.0,0.0,0.001,0.0014,139072.0,0.0
nftonv2,nfunswv2,lgbm,0.1,rethreshold,0.056,0.005,0.0562,0.0048,0.512,0.0152,0.4934,0.0092,0.0548,0.0481,0.2614,0.0061,139072.0,0.0
nftonv2,nfunswv2,mlp,0.0,zero_shot,-0.0463,0.007,0.0826,0.0279,0.3743,0.0247,0.5013,0.0041,0.4481,0.071,0.4106,0.0796,250001.0,0.0
nftonv2,nfunswv2,mlp,0.0001,augment,0.4665,,0.5541,,0.7276,,0.6947,,0.0352,,0.0221,,250145.0,
nftonv2,nfunswv2,mlp,0.0001,buffer_only,0.6914,0.0231,0.7881,0.0191,0.8446,0.012,0.8353,0.0182,0.0082,0.0002,0.0169,0.0017,144.0,0.0
nftonv2,nfunswv2,mlp,0.0001,calibrate,0.0,0.0,0.0824,0.0215,0.4904,0.0,0.5038,0.002,0.0,0.0,0.0312,0.0011,144.0,0.0
nftonv2,nfunswv2,mlp,0.0001,rethreshold,0.0108,0.0342,0.0826,0.0279,0.2156,0.2072,0.5013,0.0041,0.7037,0.3991,0.4106,0.0796,144.0,0.0
nftonv2,nfunswv2,mlp,0.001,augment,0.769,,0.7599,,0.8845,,0.8481,,0.0086,,0.0083,,251393.0,
nftonv2,nfunswv2,mlp,0.001,buffer_only,0.8349,0.0361,0.8689,0.0106,0.9173,0.0182,0.9046,0.0125,0.0066,0.0027,0.0079,0.0025,1392.0,0.0
nftonv2,nfunswv2,mlp,0.001,calibrate,0.0,0.0,0.0824,0.0215,0.4904,0.0,0.5038,0.002,0.0,0.0,0.0026,0.0019,1392.0,0.0
nftonv2,nfunswv2,mlp,0.001,rethreshold,0.0547,0.0532,0.0826,0.0279,0.3725,0.1104,0.5013,0.0041,0.4364,0.3556,0.4106,0.0796,1392.0,0.0
nftonv2,nfunswv2,mlp,0.01,augment,0.8876,,0.8896,,0.9438,,0.9346,,0.0046,,0.0026,,263908.0,
nftonv2,nfunswv2,mlp,0.01,buffer_only,0.8846,0.0312,0.8973,0.0136,0.9421,0.0154,0.9485,0.0057,0.0055,0.0004,0.0029,0.0006,13907.0,0.0
nftonv2,nfunswv2,mlp,0.01,calibrate,0.0,0.0,0.0609,0.0163,0.4904,0.0,0.5007,0.0036,0.0,0.0,0.0011,0.0014,13907.0,0.0
nftonv2,nfunswv2,mlp,0.01,rethreshold,0.0808,0.0275,0.0826,0.0279,0.2816,0.03,0.5013,0.0041,0.6888,0.0464,0.4106,0.0796,13907.0,0.0
nftonv2,nfunswv2,mlp,0.05,buffer_only,0.9236,0.0037,0.9232,0.0038,0.9613,0.0018,0.9748,0.0026,0.0049,0.0001,0.0005,0.0,69537.0,0.0
nftonv2,nfunswv2,mlp,0.05,calibrate,0.0,0.0,0.0609,0.0163,0.4904,0.0,0.5007,0.0036,0.0,0.0,0.001,0.0011,69537.0,0.0
nftonv2,nfunswv2,mlp,0.05,rethreshold,0.082,0.0278,0.0826,0.0279,0.2839,0.033,0.5013,0.0041,0.685,0.0512,0.4106,0.0796,69537.0,0.0
nftonv2,nfunswv2,mlp,0.1,buffer_only,0.9307,0.0065,0.9315,0.0067,0.9651,0.0033,0.9781,0.0068,0.004,0.0005,0.0008,0.0002,139072.0,0.0
nftonv2,nfunswv2,mlp,0.1,calibrate,0.0,0.0,0.0609,0.0163,0.4904,0.0,0.5007,0.0036,0.0,0.0,0.0011,0.0007,139072.0,0.0
nftonv2,nfunswv2,mlp,0.1,rethreshold,0.082,0.0278,0.0826,0.0279,0.2837,0.0333,0.5013,0.0041,0.6853,0.0516,0.4106,0.0796,139072.0,0.0
nftonv2,nfunswv2,rf,0.0,zero_shot,0.0426,0.0085,0.0995,0.0023,0.5143,0.0033,0.4944,0.0045,0.085,0.0024,0.1714,0.002,250001.0,0.0
nftonv2,nfunswv2,rf,0.0001,augment,0.6892,,0.7464,,0.8393,,0.8851,,0.0049,,0.027,,250145.0,
nftonv2,nfunswv2,rf,0.0001,buffer_only,0.868,0.0121,0.8638,0.014,0.9311,0.0053,0.8918,0.0165,0.0106,0.0008,0.0088,0.0015,144.0,0.0
nftonv2,nfunswv2,rf,0.0001,calibrate,0.0,0.0,0.162,0.1103,0.4904,0.0,0.5154,0.0324,0.0,0.0,0.0329,0.0021,144.0,0.0
nftonv2,nfunswv2,rf,0.0001,rethreshold,0.0554,0.0265,0.0995,0.0023,0.5202,0.0099,0.4944,0.0045,0.0829,0.0099,0.1714,0.002,144.0,0.0
nftonv2,nfunswv2,rf,0.001,augment,0.8853,,0.9073,,0.9426,,0.9563,,0.0041,,0.0062,,251393.0,
nftonv2,nfunswv2,rf,0.001,buffer_only,0.8989,0.0102,0.8996,0.0054,0.9481,0.0063,0.9624,0.0074,0.0072,0.0022,0.003,0.0011,1392.0,0.0
nftonv2,nfunswv2,rf,0.001,calibrate,0.0,0.0,0.2344,0.0691,0.4904,0.0,0.538,0.0146,0.0,0.0,0.0028,0.0018,1392.0,0.0
nftonv2,nfunswv2,rf,0.001,rethreshold,0.0728,0.0338,0.0995,0.0023,0.5274,0.0122,0.4944,0.0045,0.0844,0.0135,0.1714,0.002,1392.0,0.0
nftonv2,nfunswv2,rf,0.01,augment,0.9378,,0.9365,,0.9688,,0.9861,,0.0033,,0.0015,,263908.0,
nftonv2,nfunswv2,rf,0.01,buffer_only,0.9381,0.0042,0.9375,0.0033,0.9688,0.0023,0.9872,0.0003,0.0037,0.0007,0.0008,0.0001,13907.0,0.0
nftonv2,nfunswv2,rf,0.01,calibrate,0.0,0.0,0.2344,0.0691,0.4904,0.0,0.538,0.0146,0.0,0.0,0.0053,0.0048,13907.0,0.0
nftonv2,nfunswv2,rf,0.01,rethreshold,0.0989,0.0026,0.0995,0.0023,0.5259,0.0147,0.4944,0.0045,0.0682,0.0594,0.1714,0.002,13907.0,0.0
nftonv2,nfunswv2,rf,0.05,buffer_only,0.9467,0.0016,0.943,0.0019,0.9732,0.0008,0.9898,0.0002,0.0029,0.0001,0.0007,0.0001,69537.0,0.0
nftonv2,nfunswv2,rf,0.05,calibrate,0.0,0.0,0.2344,0.0691,0.4904,0.0,0.538,0.0146,0.0,0.0,0.0053,0.0053,69537.0,0.0
nftonv2,nfunswv2,rf,0.05,rethreshold,0.0992,0.002,0.0995,0.0023,0.5269,0.0152,0.4944,0.0045,0.0654,0.0564,0.1714,0.002,69537.0,0.0
nftonv2,nfunswv2,rf,0.1,buffer_only,0.9508,0.0018,0.946,0.001,0.9753,0.0009,0.9912,0.0006,0.0026,0.0001,0.0007,0.0001,139072.0,0.0
nftonv2,nfunswv2,rf,0.1,calibrate,0.0,0.0,0.2344,0.0691,0.4904,0.0,0.538,0.0146,0.0,0.0,0.0043,0.006,139072.0,0.0
nftonv2,nfunswv2,rf,0.1,rethreshold,0.0994,0.0024,0.0995,0.0023,0.5268,0.015,0.4944,0.0045,0.0662,0.057,0.1714,0.002,139072.0,0.0
nfunswv2,nf2018v2,lgbm,0.0,zero_shot,-0.0935,0.0197,0.1147,0.0953,0.4527,0.0092,0.4535,0.0502,0.1074,0.0163,0.154,0.0274,250002.0,0.0
nfunswv2,nf2018v2,lgbm,0.0001,augment,0.9443,,0.9521,,0.972,,0.9736,,0.0041,,0.0067,,250219.0,
nfunswv2,nf2018v2,lgbm,0.0001,buffer_only,0.9369,0.0292,0.9494,0.0116,0.9684,0.0145,0.9763,0.0045,0.0057,0.0054,0.0113,0.0048,217.0,0.0
nfunswv2,nf2018v2,lgbm,0.0001,calibrate,0.0,0.0,0.4693,0.1939,0.4685,0.0,0.6178,0.1006,0.0,0.0,0.0393,0.0086,217.0,0.0
nfunswv2,nf2018v2,lgbm,0.0001,rethreshold,0.0629,0.1395,0.1147,0.0953,0.4599,0.0175,0.4535,0.0502,0.2007,0.3295,0.154,0.0274,217.0,0.0
nfunswv2,nf2018v2,lgbm,0.001,augment,0.9657,,0.9658,,0.9827,,0.9821,,0.0012,,0.005,,252104.0,
nfunswv2,nf2018v2,lgbm,0.001,buffer_only,0.962,0.0009,0.9636,0.0026,0.9808,0.0005,0.9811,0.0003,0.0012,0.0004,0.0073,0.0002,2102.0,0.0
nfunswv2,nf2018v2,lgbm,0.001,calibrate,0.0,0.0,0.4693,0.1939,0.4685,0.0,0.6178,0.1006,0.0,0.0,0.0594,0.0181,2102.0,0.0
nfunswv2,nf2018v2,lgbm,0.001,rethreshold,0.098,0.1063,0.1147,0.0953,0.2298,0.1667,0.4535,0.0502,0.8523,0.209,0.154,0.0274,2102.0,0.0
nfunswv2,nf2018v2,lgbm,0.01,augment,0.9729,,0.968,,0.9863,,0.985,,0.0005,,0.0034,,271003.0,
nfunswv2,nf2018v2,lgbm,0.01,buffer_only,0.9731,0.0006,0.9686,0.0001,0.9864,0.0003,0.9854,0.0002,0.0003,0.0,0.0049,0.0001,21001.0,0.0
nfunswv2,nf2018v2,lgbm,0.01,calibrate,0.0,0.0,0.4693,0.1939,0.4685,0.0,0.6178,0.1006,0.0,0.0,0.0481,0.0273,21001.0,0.0
nfunswv2,nf2018v2,lgbm,0.01,rethreshold,0.114,0.096,0.1147,0.0953,0.3541,0.1805,0.4535,0.0502,0.5127,0.4836,0.154,0.0274,21001.0,0.0
nfunswv2,nf2018v2,lgbm,0.05,buffer_only,0.9762,0.0002,0.9686,0.0001,0.988,0.0001,0.9873,0.0001,0.0002,0.0,0.0028,0.0001,105000.0,0.0
nfunswv2,nf2018v2,lgbm,0.05,calibrate,0.0,0.0,0.4693,0.1939,0.4685,0.0,0.6178,0.1006,0.0,0.0,0.0472,0.0273,105000.0,0.0
nfunswv2,nf2018v2,lgbm,0.05,rethreshold,0.1142,0.0958,0.1147,0.0953,0.3532,0.1828,0.4535,0.0502,0.514,0.4852,0.154,0.0274,105000.0,0.0
nfunswv2,nf2018v2,lgbm,0.1,buffer_only,0.9765,0.0006,0.9684,0.0002,0.9881,0.0003,0.9874,0.0003,0.0002,0.0001,0.0017,0.0001,210000.0,0.0
nfunswv2,nf2018v2,lgbm,0.1,calibrate,0.0,0.0,0.4693,0.1939,0.4685,0.0,0.6178,0.1006,0.0,0.0,0.0476,0.028,210000.0,0.0
nfunswv2,nf2018v2,lgbm,0.1,rethreshold,0.1142,0.0958,0.1147,0.0953,0.3532,0.1828,0.4535,0.0502,0.514,0.4852,0.154,0.0274,210000.0,0.0
nfunswv2,nf2018v2,mlp,0.0,zero_shot,-0.1473,0.048,0.1302,0.01,0.4241,0.0258,0.4569,0.0018,0.1883,0.0655,0.2522,0.0588,250002.0,0.0
nfunswv2,nf2018v2,mlp,0.0001,augment,0.7447,,0.7927,,0.8703,,0.9186,,0.0461,,0.0231,,250219.0,
nfunswv2,nf2018v2,mlp,0.0001,buffer_only,0.9114,0.0159,0.9186,0.0108,0.9552,0.0084,0.9643,0.005,0.0056,0.0007,0.0112,0.0008,217.0,0.0
nfunswv2,nf2018v2,mlp,0.0001,calibrate,0.0,0.0,0.2815,0.0012,0.4685,0.0,0.5676,0.0034,0.0,0.0,0.0437,0.0265,217.0,0.0
nfunswv2,nf2018v2,mlp,0.0001,rethreshold,0.092,0.0733,0.1302,0.01,0.3386,0.133,0.4569,0.0018,0.6336,0.3472,0.2522,0.0588,217.0,0.0
nfunswv2,nf2018v2,mlp,0.001,augment,0.9177,,0.9162,,0.9583,,0.9577,,0.004,,0.0128,,252104.0,
nfunswv2,nf2018v2,mlp,0.001,buffer_only,0.9345,0.0134,0.9374,0.0078,0.967,0.0066,0.9731,0.0051,0.0039,0.0025,0.0079,0.0056,2102.0,0.0
nfunswv2,nf2018v2,mlp,0.001,calibrate,0.0,0.0,0.2815,0.0012,0.4685,0.0,0.5675,0.0033,0.0,0.0,0.0378,0.0066,2102.0,0.0
nfunswv2,nf2018v2,mlp,0.001,rethreshold,0.1286,0.0082,0.1302,0.01,0.2555,0.022,0.4569,0.0018,0.841,0.0271,0.2522,0.0588,2102.0,0.0
nfunswv2,nf2018v2,mlp,0.01,augment,0.9632,,0.9617,,0.9814,,0.9819,,0.0014,,0.0033,,271003.0,
nfunswv2,nf2018v2,mlp,0.01,buffer_only,0.9609,0.0031,0.96,0.0019,0.9802,0.0016,0.981,0.0004,0.0011,0.0002,0.003,0.0006,21001.0,0.0
nfunswv2,nf2018v2,mlp,0.01,calibrate,0.0,0.0,0.2815,0.0012,0.4685,0.0,0.5675,0.0033,0.0,0.0,0.028,0.0195,21001.0,0.0
nfunswv2,nf2018v2,mlp,0.01,rethreshold,0.1301,0.0099,0.1302,0.01,0.2555,0.0221,0.4569,0.0018,0.8412,0.0267,0.2522,0.0588,21001.0,0.0
nfunswv2,nf2018v2,mlp,0.05,buffer_only,0.9699,0.0006,0.9674,0.0004,0.9848,0.0003,0.9845,0.0002,0.0004,0.0001,0.0016,0.0006,105000.0,0.0
nfunswv2,nf2018v2,mlp,0.05,calibrate,0.0,0.0,0.2815,0.0012,0.4685,0.0,0.5676,0.0034,0.0,0.0,0.0274,0.02,105000.0,0.0
nfunswv2,nf2018v2,mlp,0.05,rethreshold,0.1302,0.01,0.1302,0.01,0.2555,0.0221,0.4569,0.0018,0.8413,0.0268,0.2522,0.0588,105000.0,0.0
nfunswv2,nf2018v2,mlp,0.1,buffer_only,0.9714,0.0015,0.9679,0.0002,0.9855,0.0008,0.985,0.0005,0.0003,0.0001,0.0016,0.0007,210000.0,0.0
nfunswv2,nf2018v2,mlp,0.1,calibrate,0.0,0.0,0.2815,0.0012,0.4685,0.0,0.5675,0.0033,0.0,0.0,0.0275,0.0199,210000.0,0.0
nfunswv2,nf2018v2,mlp,0.1,rethreshold,0.1301,0.0101,0.1302,0.01,0.2553,0.0221,0.4569,0.0018,0.8415,0.0268,0.2522,0.0588,210000.0,0.0
nfunswv2,nf2018v2,rf,0.0,zero_shot,-0.235,0.0239,0.2519,0.0073,0.3557,0.0196,0.5091,0.0017,0.4197,0.059,0.2242,0.0483,250002.0,0.0
nfunswv2,nf2018v2,rf,0.0001,augment,0.956,,0.9551,,0.9778,,0.975,,0.0013,,0.0396,,250219.0,
nfunswv2,nf2018v2,rf,0.0001,buffer_only,0.9437,0.007,0.9422,0.0059,0.9716,0.0035,0.9755,0.0027,0.0027,0.0012,0.0196,0.0039,217.0,0.0
nfunswv2,nf2018v2,rf,0.0001,calibrate,0.0,0.0,0.2519,0.0073,0.4685,0.0,0.5091,0.0017,0.0,0.0,0.0503,0.0369,217.0,0.0
nfunswv2,nf2018v2,rf,0.0001,rethreshold,0.2448,0.0098,0.2519,0.0073,0.4447,0.0067,0.5091,0.0017,0.5813,0.013,0.2242,0.0483,217.0,0.0
nfunswv2,nf2018v2,rf,0.001,augment,0.9651,,0.9643,,0.9824,,0.9811,,0.0012,,0.0086,,252104.0,
nfunswv2,nf2018v2,rf,0.001,buffer_only,0.9618,0.0004,0.9631,0.0022,0.9807,0.0002,0.9807,0.001,0.0011,0.0003,0.0073,0.0008,2102.0,0.0
nfunswv2,nf2018v2,rf,0.001,calibrate,0.0,0.0,0.2519,0.0073,0.4685,0.0,0.5091,0.0017,0.0,0.0,0.0457,0.0774,2102.0,0.0
nfunswv2,nf2018v2,rf,0.001,rethreshold,0.251,0.0058,0.2519,0.0073,0.4483,0.0074,0.5091,0.0017,0.5775,0.0112,0.2242,0.0483,2102.0,0.0
nfunswv2,nf2018v2,rf,0.01,augment,0.9722,,0.9688,,0.986,,0.9835,,0.0005,,0.0057,,271003.0,
nfunswv2,nf2018v2,rf,0.01,buffer_only,0.9728,0.0002,0.9687,0.0001,0.9862,0.0001,0.9834,0.0006,0.0003,0.0001,0.0056,0.0003,21001.0,0.0
nfunswv2,nf2018v2,rf,0.01,calibrate,0.0,0.0,0.2619,0.017,0.4685,0.0,0.5135,0.0081,0.0,0.0,0.0476,0.0825,21001.0,0.0
nfunswv2,nf2018v2,rf,0.01,rethreshold,0.2517,0.0075,0.2519,0.0073,0.448,0.0077,0.5091,0.0017,0.5784,0.011,0.2242,0.0483,21001.0,0.0
nfunswv2,nf2018v2,rf,0.05,buffer_only,0.9763,0.0004,0.9688,0.0001,0.988,0.0002,0.9845,0.0006,0.0001,0.0,0.0053,0.0004,105000.0,0.0
nfunswv2,nf2018v2,rf,0.05,calibrate,0.0,0.0,0.2619,0.017,0.4685,0.0,0.5135,0.0081,0.0,0.0,0.0487,0.0843,105000.0,0.0
nfunswv2,nf2018v2,rf,0.05,rethreshold,0.2518,0.0072,0.2519,0.0073,0.4482,0.0073,0.5091,0.0017,0.578,0.0104,0.2242,0.0483,105000.0,0.0
nfunswv2,nf2018v2,rf,0.1,buffer_only,0.9769,0.0002,0.9694,0.0001,0.9883,0.0001,0.9848,0.0003,0.0001,0.0,0.0052,0.0001,210000.0,0.0
nfunswv2,nf2018v2,rf,0.1,calibrate,0.0,0.0,0.2619,0.017,0.4685,0.0,0.5135,0.0081,0.0,0.0,0.0487,0.0842,210000.0,0.0
nfunswv2,nf2018v2,rf,0.1,rethreshold,0.2518,0.0072,0.2519,0.0073,0.4482,0.0073,0.5091,0.0017,0.578,0.0104,0.2242,0.0483,210000.0,0.0
nfunswv2,nfbotv2,lgbm,0.0,zero_shot,-0.0087,0.0105,0.26,0.1408,0.1827,0.1365,0.5425,0.043,0.2706,0.1787,0.6059,0.2663,250002.0,0.0
nfunswv2,nfbotv2,lgbm,0.0001,augment,0.2905,,0.5435,,0.6369,,0.608,,0.5864,,0.0067,,250213.0,
nfunswv2,nfbotv2,lgbm,0.0001,buffer_only,0.4687,0.0599,0.4723,0.0547,0.7164,0.033,0.6955,0.0952,0.5288,0.2122,0.0048,0.0016,211.0,0.0
nfunswv2,nfbotv2,lgbm,0.0001,calibrate,0.0,0.0,0.2261,0.1699,0.4989,0.0,0.5365,0.0483,1.0,0.0,0.0006,0.0,211.0,0.0
nfunswv2,nfbotv2,lgbm,0.0001,rethreshold,0.1356,0.1337,0.26,0.1408,0.4877,0.1731,0.5425,0.043,0.5503,0.1413,0.6059,0.2663,211.0,0.0
nfunswv2,nfbotv2,lgbm,0.001,augment,0.5821,,0.7298,,0.786,,0.8593,,0.5161,,0.0017,,252103.0,
nfunswv2,nfbotv2,lgbm,0.001,buffer_only,0.7945,0.0185,0.6746,0.0179,0.8917,0.0098,0.8821,0.0015,0.3266,0.023,0.0015,0.0,2101.0,0.0
nfunswv2,nfbotv2,lgbm,0.001,calibrate,0.0,0.0,0.2261,0.1699,0.4989,0.0,0.5365,0.0483,1.0,0.0,0.0001,0.0001,2101.0,0.0
nfunswv2,nfbotv2,lgbm,0.001,rethreshold,0.2541,0.1472,0.26,0.1408,0.6042,0.0835,0.5425,0.043,0.5133,0.1043,0.6059,0.2663,2101.0,0.0
nfunswv2,nfbotv2,lgbm,0.01,augment,0.8697,,0.817,,0.9344,,0.9769,,0.1669,,0.0006,,271002.0,
nfunswv2,nfbotv2,lgbm,0.01,buffer_only,0.6535,0.1964,0.6398,0.1883,0.8235,0.1012,0.7571,0.1807,0.3854,0.2199,0.0027,0.0016,21000.0,0.0
nfunswv2,nfbotv2,lgbm,0.01,calibrate,0.0,0.0,0.26,0.1408,0.4989,0.0,0.5425,0.043,1.0,0.0,0.0001,0.0,21000.0,0.0
nfunswv2,nfbotv2,lgbm,0.01,rethreshold,0.2564,0.1444,0.26,0.1408,0.6096,0.077,0.5425,0.043,0.5463,0.135,0.6059,0.2663,21000.0,0.0
nfunswv2,nfbotv2,lgbm,0.05,buffer_only,0.3148,0.3446,0.3119,0.3398,0.6512,0.1713,0.5899,0.1275,0.7501,0.3006,0.0047,0.0025,105000.0,0.0
nfunswv2,nfbotv2,lgbm,0.05,calibrate,0.0,0.0,0.26,0.1408,0.4989,0.0,0.5425,0.043,1.0,0.0,0.0001,0.0,105000.0,0.0
nfunswv2,nfbotv2,lgbm,0.05,rethreshold,0.2599,0.1409,0.26,0.1408,0.6081,0.0789,0.5425,0.043,0.5157,0.106,0.6059,0.2663,105000.0,0.0
nfunswv2,nfbotv2,lgbm,0.1,buffer_only,0.4446,0.1068,0.4452,0.1096,0.7217,0.0536,0.6048,0.0487,0.5431,0.1271,0.0047,0.0008,210001.0,0.0
nfunswv2,nfbotv2,lgbm,0.1,calibrate,0.0,0.0,0.26,0.1408,0.4989,0.0,0.5425,0.043,1.0,0.0,0.0001,0.0,210001.0,0.0
nfunswv2,nfbotv2,lgbm,0.1,rethreshold,0.2571,0.1362,0.26,0.1408,0.606,0.0754,0.5425,0.043,0.5125,0.1114,0.6059,0.2663,210001.0,0.0
nfunswv2,nfbotv2,mlp,0.0,zero_shot,-0.0263,0.0257,0.4438,0.1381,0.0107,0.0018,0.4978,0.0007,0.0425,0.0406,0.9868,0.0027,250002.0,0.0
nfunswv2,nfbotv2,mlp,0.0001,augment,0.1835,,0.4507,,0.5277,,0.731,,0.2145,,0.0388,,250213.0,
nfunswv2,nfbotv2,mlp,0.0001,buffer_only,0.22,0.2088,0.3749,0.1442,0.5667,0.0991,0.6597,0.1046,0.9178,0.1239,0.0031,0.0006,211.0,0.0
nfunswv2,nfbotv2,mlp,0.0001,calibrate,0.0,0.0,0.0804,0.1392,0.4989,0.0,0.5101,0.0215,1.0,0.0,0.0006,0.0,211.0,0.0
nfunswv2,nfbotv2,mlp,0.0001,rethreshold,0.1127,0.1007,0.4438,0.1381,0.3876,0.3322,0.4978,0.0007,0.5042,0.4411,0.9868,0.0027,211.0,0.0
nfunswv2,nfbotv2,mlp,0.001,augment,0.4061,,0.4434,,0.6829,,0.7212,,0.3528,,0.0042,,252103.0,
nfunswv2,nfbotv2,mlp,0.001,buffer_only,0.6671,0.0182,0.5412,0.023,0.8154,0.0117,0.7981,0.0136,0.5221,0.0275,0.0012,0.0003,2101.0,0.0
nfunswv2,nfbotv2,mlp,0.001,calibrate,0.0,0.0,0.0804,0.1392,0.4989,0.0,0.5101,0.0216,1.0,0.0,0.0001,0.0001,2101.0,0.0
nfunswv2,nfbotv2,mlp,0.001,rethreshold,0.3724,0.1111,0.4438,0.1381,0.6655,0.0647,0.4978,0.0007,0.7612,0.1108,0.9868,0.0027,2101.0,0.0
nfunswv2,nfbotv2,mlp,0.01,augment,0.7402,,0.6686,,0.8685,,0.8757,,0.3254,,0.0006,,271002.0,
nfunswv2,nfbotv2,mlp,0.01,buffer_only,0.7318,0.0289,0.611,0.0634,0.8571,0.0189,0.8469,0.04,0.4084,0.0576,0.0051,0.0037,21000.0,0.0
nfunswv2,nfbotv2,mlp,0.01,calibrate,0.0,0.0,0.108,0.1226,0.4989,0.0,0.5128,0.0196,1.0,0.0,0.0001,0.0001,21000.0,0.0
nfunswv2,nfbotv2,mlp,0.01,rethreshold,0.4369,0.1387,0.4438,0.1381,0.6802,0.0754,0.4978,0.0007,0.764,0.1104,0.9868,0.0027,21000.0,0.0
nfunswv2,nfbotv2,mlp,0.05,buffer_only,0.7996,0.0235,0.7182,0.0827,0.8958,0.0144,0.9131,0.031,0.3008,0.0531,0.0013,0.0001,105000.0,0.0
nfunswv2,nfbotv2,mlp,0.05,calibrate,0.0,0.0,0.1401,0.0878,0.4989,0.0,0.5165,0.016,1.0,0.0,0.0002,0.0003,105000.0,0.0
nfunswv2,nfbotv2,mlp,0.05,rethreshold,0.4378,0.1396,0.4438,0.1381,0.6804,0.0756,0.4978,0.0007,0.764,0.1104,0.9868,0.0027,105000.0,0.0
nfunswv2,nfbotv2,mlp,0.1,buffer_only,0.9293,0.0029,0.8176,0.0061,0.9645,0.0016,0.97,0.0076,0.0564,0.0138,0.0006,0.0001,210001.0,0.0
nfunswv2,nfbotv2,mlp,0.1,calibrate,0.0,0.0,0.1126,0.1214,0.4989,0.0,0.5137,0.0191,1.0,0.0,0.0002,0.0002,210001.0,0.0
nfunswv2,nfbotv2,mlp,0.1,rethreshold,0.4429,0.1373,0.4438,0.1381,0.6807,0.0766,0.4978,0.0007,0.7648,0.1118,0.9868,0.0027,210001.0,0.0
nfunswv2,nfbotv2,rf,0.0,zero_shot,0.0457,0.006,0.2587,0.0713,0.3034,0.0213,0.5389,0.013,0.0739,0.0126,0.4254,0.1022,250002.0,0.0
nfunswv2,nfbotv2,rf,0.0001,augment,0.3207,,0.4233,,0.6504,,0.6129,,0.5375,,0.0082,,250213.0,
nfunswv2,nfbotv2,rf,0.0001,buffer_only,0.2597,0.1659,0.5187,0.1355,0.5784,0.0835,0.7474,0.0186,0.9062,0.1054,0.0032,0.0008,211.0,0.0
nfunswv2,nfbotv2,rf,0.0001,calibrate,0.0,0.0,0.2587,0.0713,0.4989,0.0,0.5389,0.013,1.0,0.0,0.0006,0.0,211.0,0.0
nfunswv2,nfbotv2,rf,0.0001,rethreshold,0.1437,0.0768,0.2587,0.0713,0.4829,0.1389,0.5389,0.013,0.3445,0.3308,0.4254,0.1022,211.0,0.0
nfunswv2,nfbotv2,rf,0.001,augment,0.7072,,0.793,,0.8489,,0.9333,,0.3981,,0.0021,,252103.0,
