seed,source,target,model,budget,strategy,n_train,n_threshold,n_labels,mcc,macro_f1,fp_rate,auprc_macro,thr,tpr_dep,fpr_dep,tpr_oracle_fpr01,tpr_oracle_fpr001,fit_s
42,nfbotv2,nfunswv2,mlp,0.01,calibrate_rethreshold,9734,4173,13907,0.09661,0.35527,0.55836,0.50242,0.95526,0.0,0.0,0.0,0.0,
42,nfbotv2,nfunswv2,mlp,0.01,rethreshold_split,9734,4173,13907,0.09661,0.35527,0.55836,0.50246,0.0,0.0,0.0,0.0,0.0,
42,nfbotv2,nftonv2,mlp,0.0001,calibrate_split,150,63,213,0.0,0.42062,1.0,0.59781,0.81514,0.0,0.0,0.0,0.0,
42,nfbotv2,nftonv2,mlp,0.0001,calibrate_rethreshold,150,63,213,0.24044,0.6081,0.4046,0.59781,0.74356,0.0,0.0,0.0,0.0,
42,nfbotv2,nftonv2,mlp,0.0001,rethreshold_split,150,63,213,0.24044,0.6081,0.4046,0.59778,0.71208,0.0,0.0,0.0,0.0,
42,nfbotv2,nftonv2,mlp,0.001,calibrate_split,1470,630,2100,0.20905,0.57953,0.76125,0.59783,0.84145,0.0,0.0,0.0,0.0,
42,nfbotv2,nftonv2,mlp,0.001,calibrate_rethreshold,1470,630,2100,0.36152,0.68058,0.48084,0.59783,0.64121,0.0,0.0,0.0,0.0,
42,nfbotv2,nftonv2,mlp,0.001,rethreshold_split,1470,630,2100,0.36152,0.68058,0.48084,0.59778,0.45209,0.0,0.0,0.0,0.0,
42,nfbotv2,nftonv2,mlp,0.01,calibrate_split,14700,6300,21000,0.16693,0.55365,0.80426,0.59783,0.83943,0.0,0.0,0.0,0.0,
42,nfbotv2,nftonv2,mlp,0.01,calibrate_rethreshold,14700,6300,21000,0.36177,0.6807,0.48126,0.59783,0.64746,0.0,0.0,0.0,0.0,
42,nfbotv2,nftonv2,mlp,0.01,rethreshold_split,14700,6300,21000,0.36177,0.6807,0.48126,0.59778,0.45102,0.0,0.0,0.0,0.0,
